model_name,N_predict,model_used,initial_evaluation_success_rate,predictive_evaluation_success_rate,brier_score,accuracy,fpr,fnr,tpr,tnr
/model_progression/progressionmodel_2M_1840000,200,Measurement_Layout_AAIO,0.345,0.64,0.25104768324417165,0.56,0.04,0.4,0.24,0.32
/model_progression/progressionmodel_2M_1840000,200,XGBoost,0.345,0.64,0.48730405220838297,0.35,0.195,0.455,0.17,0.18
/model_progression/progressionmodel_2M_1840000,200,proportional,0.345,0.64,0.3174250000000009,0.45616999999999996,0.12462000000000001,0.41921,0.22079,0.23538
/model_progression/progressionmodel_2M_1880000,200,Measurement_Layout_AAIO,0.345,0.69,0.27266502507472334,0.51,0.04,0.45,0.24,0.27
/model_progression/progressionmodel_2M_1880000,200,XGBoost,0.345,0.69,0.5235796796316936,0.28,0.21,0.51,0.155,0.125
/model_progression/progressionmodel_2M_1880000,200,proportional,0.345,0.69,0.3329250000000007,0.44134999999999996,0.10703,0.45162,0.23838,0.20297000000000004
/model_progression/progressionmodel_2M_1920000,200,Measurement_Layout_AAIO,0.345,0.72,0.28306933571516896,0.49,0.035,0.475,0.245,0.245
/model_progression/progressionmodel_2M_1920000,200,XGBoost,0.345,0.72,0.4870338120346787,0.345,0.155,0.5,0.21,0.135
/model_progression/progressionmodel_2M_1920000,200,proportional,0.345,0.72,0.3422250000000006,0.43132,0.097045,0.47163499999999997,0.248365,0.18295499999999998
/model_progression/progressionmodel_2M_1960000,200,Measurement_Layout_AAIO,0.345,0.67,0.26692232577103125,0.53,0.04,0.43,0.24,0.29
/model_progression/progressionmodel_2M_1960000,200,XGBoost,0.345,0.67,0.5088101712775097,0.3,0.21,0.49,0.155,0.145
/model_progression/progressionmodel_2M_1960000,200,proportional,0.345,0.67,0.3267250000000009,0.44667,0.11437,0.43895999999999996,0.23104000000000002,0.21563
/model_progression/progressionmodel_2M_2000000,200,Measurement_Layout_AAIO,0.345,0.615,0.24446008124324173,0.585,0.04,0.375,0.24,0.345
/model_progression/progressionmodel_2M_2000000,200,XGBoost,0.345,0.615,0.49084466473759675,0.325,0.22,0.455,0.145,0.18
/model_progression/progressionmodel_2M_2000000,200,proportional,0.345,0.615,0.30967500000000087,0.46403999999999995,0.133185,0.402775,0.21222500000000002,0.251815
/model_progression/progressionmodel_2M_40000,200,Measurement_Layout_AAIO,0.345,0.325,0.17289893921249114,0.8049999999999999,0.075,0.12,0.205,0.6
/model_progression/progressionmodel_2M_80000,200,Measurement_Layout_AAIO,0.375,0.46,0.19061162819598285,0.71,0.255,0.035,0.425,0.285
/model_progression/progressionmodel_2M_120000,200,Measurement_Layout_AAIO,0.365,0.485,0.20607515820627048,0.6699999999999999,0.29,0.04,0.445,0.225
/model_progression/progressionmodel_2M_160000,200,Measurement_Layout_AAIO,0.32,0.535,0.19779704109873794,0.69,0.285,0.025,0.51,0.18
/model_progression/progressionmodel_2M_200000,200,Measurement_Layout_AAIO,0.42,0.555,0.20091486596008118,0.7,0.27,0.03,0.525,0.175
/model_progression/progressionmodel_2M_240000,200,Measurement_Layout_AAIO,0.57,0.59,0.2026398286634544,0.6599999999999999,0.34,0.0,0.59,0.07
/model_progression/progressionmodel_2M_280000,200,Measurement_Layout_AAIO,0.585,0.52,0.2154797891636433,0.645,0.325,0.03,0.49,0.155
/model_progression/progressionmodel_2M_320000,200,Measurement_Layout_AAIO,0.51,0.615,0.18166961115176314,0.7,0.295,0.005,0.61,0.09
/model_progression/progressionmodel_2M_360000,200,Measurement_Layout_AAIO,0.525,0.51,0.2234169257752435,0.635,0.33,0.035,0.475,0.16
/model_progression/progressionmodel_2M_400000,200,Measurement_Layout_AAIO,0.61,0.49,0.22089553655005806,0.63,0.335,0.035,0.455,0.175
/model_progression/progressionmodel_2M_440000,200,Measurement_Layout_AAIO,0.53,0.485,0.21224420192695426,0.6799999999999999,0.305,0.015,0.47,0.21
/model_progression/progressionmodel_2M_480000,200,Measurement_Layout_AAIO,0.595,0.5,0.21160851578710366,0.6699999999999999,0.305,0.025,0.475,0.195
/model_progression/progressionmodel_2M_520000,200,Measurement_Layout_AAIO,0.525,0.58,0.18077417807462476,0.7050000000000001,0.27,0.025,0.555,0.15
/model_progression/progressionmodel_2M_560000,200,Measurement_Layout_AAIO,0.51,0.505,0.2218959652425816,0.645,0.34,0.015,0.49,0.155
/model_progression/progressionmodel_2M_600000,200,Measurement_Layout_AAIO,0.605,0.53,0.20367447677893194,0.69,0.275,0.035,0.495,0.195
/model_progression/progressionmodel_2M_640000,200,Measurement_Layout_AAIO,0.565,0.44,0.21063649469637447,0.6799999999999999,0.29,0.03,0.41,0.27
/model_progression/progressionmodel_2M_680000,200,Measurement_Layout_AAIO,0.6,0.545,0.20802969431506094,0.635,0.35,0.015,0.53,0.105
/model_progression/progressionmodel_2M_720000,200,Measurement_Layout_AAIO,0.555,0.585,0.19812569402784658,0.685,0.3,0.015,0.57,0.115
/model_progression/progressionmodel_2M_760000,200,Measurement_Layout_AAIO,0.58,0.62,0.19400625925824094,0.685,0.3,0.015,0.605,0.08
/model_progression/progressionmodel_2M_800000,200,Measurement_Layout_AAIO,0.63,0.53,0.20128437045009087,0.685,0.29,0.025,0.505,0.18
/model_progression/progressionmodel_2M_840000,200,Measurement_Layout_AAIO,0.625,0.56,0.19689009592284543,0.71,0.275,0.015,0.545,0.165
/model_progression/progressionmodel_2M_880000,200,Measurement_Layout_AAIO,0.605,0.54,0.20429931603419998,0.685,0.3,0.015,0.525,0.16
/model_progression/progressionmodel_2M_920000,200,Measurement_Layout_AAIO,0.58,0.61,0.1929818453527989,0.7150000000000001,0.275,0.01,0.6,0.115
/model_progression/progressionmodel_2M_960000,200,Measurement_Layout_AAIO,0.625,0.535,0.21549175592800968,0.645,0.355,0.0,0.535,0.11
/model_progression/progressionmodel_2M_1000000,200,Measurement_Layout_AAIO,0.625,0.55,0.20843329957550916,0.675,0.315,0.01,0.54,0.135
/model_progression/progressionmodel_2M_1040000,200,Measurement_Layout_AAIO,0.68,0.57,0.2022074612498079,0.685,0.295,0.02,0.55,0.135
/model_progression/progressionmodel_2M_1080000,200,Measurement_Layout_AAIO,0.715,0.595,0.19996898193349416,0.675,0.32,0.005,0.59,0.085
/model_progression/progressionmodel_2M_1120000,200,Measurement_Layout_AAIO,0.655,0.56,0.21226511150390615,0.6599999999999999,0.325,0.015,0.545,0.115
/model_progression/progressionmodel_2M_1160000,200,Measurement_Layout_AAIO,0.72,0.585,0.18467549085768054,0.7150000000000001,0.26,0.025,0.56,0.155
/model_progression/progressionmodel_2M_1200000,200,Measurement_Layout_AAIO,0.75,0.645,0.18673738002028095,0.69,0.305,0.005,0.64,0.05
/model_progression/progressionmodel_2M_1240000,200,Measurement_Layout_AAIO,0.585,0.645,0.19164389656570738,0.6950000000000001,0.305,0.0,0.645,0.05
/model_progression/progressionmodel_2M_1280000,200,Measurement_Layout_AAIO,0.565,0.57,0.2102549643044668,0.655,0.325,0.02,0.55,0.105
/model_progression/progressionmodel_2M_1320000,200,Measurement_Layout_AAIO,0.52,0.65,0.18705986737916638,0.71,0.285,0.005,0.645,0.065
/model_progression/progressionmodel_2M_1360000,200,Measurement_Layout_AAIO,0.595,0.52,0.2180519361269017,0.645,0.35,0.005,0.515,0.13
/model_progression/progressionmodel_2M_1400000,200,Measurement_Layout_AAIO,0.61,0.575,0.20070000830563473,0.6799999999999999,0.295,0.025,0.55,0.13
/model_progression/progressionmodel_2M_1440000,200,Measurement_Layout_AAIO,0.675,0.6,0.20518687598500726,0.6599999999999999,0.335,0.005,0.595,0.065
/model_progression/progressionmodel_2M_1480000,200,Measurement_Layout_AAIO,0.685,0.605,0.1965031676841973,0.6699999999999999,0.325,0.005,0.6,0.07
/model_progression/progressionmodel_2M_1520000,200,Measurement_Layout_AAIO,0.68,0.67,0.17403115715725292,0.7150000000000001,0.285,0.0,0.67,0.045
/model_progression/progressionmodel_2M_1560000,200,Measurement_Layout_AAIO,0.625,0.625,0.18933921908434756,0.6950000000000001,0.305,0.0,0.625,0.07
/model_progression/progressionmodel_2M_1600000,200,Measurement_Layout_AAIO,0.67,0.62,0.20322483399209731,0.6799999999999999,0.315,0.005,0.615,0.065
/model_progression/progressionmodel_2M_1640000,200,Measurement_Layout_AAIO,0.58,0.745,0.1485588126159555,0.775,0.22,0.005,0.74,0.035
/model_progression/progressionmodel_2M_1680000,200,Measurement_Layout_AAIO,0.595,0.625,0.19161258687077887,0.72,0.265,0.015,0.61,0.11
/model_progression/progressionmodel_2M_1720000,200,Measurement_Layout_AAIO,0.55,0.64,0.20184728304405283,0.685,0.305,0.01,0.63,0.055
/model_progression/progressionmodel_2M_1760000,200,Measurement_Layout_AAIO,0.615,0.635,0.19274610427113095,0.7150000000000001,0.265,0.02,0.615,0.1
/model_progression/progressionmodel_2M_1800000,200,Measurement_Layout_AAIO,0.625,0.655,0.17468078147431235,0.75,0.245,0.005,0.65,0.1
/model_progression/progressionmodel_2M_1840000,200,Measurement_Layout_AAIO,0.63,0.665,0.1800143987503855,0.71,0.29,0.0,0.665,0.045
/model_progression/progressionmodel_2M_1880000,200,Measurement_Layout_AAIO,0.59,0.66,0.17987311888847685,0.71,0.29,0.0,0.66,0.05
/model_progression/progressionmodel_2M_1920000,200,Measurement_Layout_AAIO,0.57,0.725,0.15583005084856477,0.77,0.23,0.0,0.725,0.045
/model_progression/progressionmodel_2M_1960000,200,Measurement_Layout_AAIO,0.615,0.695,0.17106639814549773,0.725,0.255,0.02,0.675,0.05
/model_progression/progressionmodel_2M_2000000,200,Measurement_Layout_AAIO,0.66,0.605,0.19612926396300606,0.7050000000000001,0.285,0.01,0.595,0.11
/model_progression/progressionmodel_2M_40000,200,Measurement_Layout_AAIO,0.415,0.275,0.16196177871975245,0.8049999999999999,0.04,0.155,0.12,0.685
/model_progression/progressionmodel_2M_80000,200,Measurement_Layout_AAIO,0.575,0.46,0.17199881849746582,0.815,0.14,0.045,0.415,0.4
/model_progression/progressionmodel_2M_120000,200,Measurement_Layout_AAIO,0.615,0.495,0.19792771621148453,0.7,0.28,0.02,0.475,0.225
/model_progression/progressionmodel_2M_160000,200,Measurement_Layout_AAIO,0.595,0.51,0.1700799840427088,0.75,0.22,0.03,0.48,0.27
/model_progression/progressionmodel_2M_200000,200,Measurement_Layout_AAIO,0.67,0.545,0.16333465215470022,0.735,0.24,0.025,0.52,0.215
/model_progression/progressionmodel_2M_240000,200,Measurement_Layout_AAIO,0.74,0.62,0.17449667950998593,0.7150000000000001,0.25,0.035,0.585,0.13
/model_progression/progressionmodel_2M_280000,200,Measurement_Layout_AAIO,0.645,0.49,0.18996170015844713,0.6799999999999999,0.305,0.015,0.475,0.205
/model_progression/progressionmodel_2M_320000,200,Measurement_Layout_AAIO,0.705,0.62,0.1579952091250403,0.76,0.22,0.02,0.6,0.16
/model_progression/progressionmodel_2M_360000,200,Measurement_Layout_AAIO,0.6,0.555,0.15633278408032714,0.75,0.205,0.045,0.51,0.24
/model_progression/progressionmodel_2M_400000,200,Measurement_Layout_AAIO,0.61,0.525,0.17228736880329976,0.72,0.225,0.055,0.47,0.25
/model_progression/progressionmodel_2M_440000,200,Measurement_Layout_AAIO,0.63,0.5,0.20683608207038767,0.675,0.275,0.05,0.45,0.225
/model_progression/progressionmodel_2M_480000,200,Measurement_Layout_AAIO,0.61,0.48,0.16846634434296273,0.73,0.26,0.01,0.47,0.26
/model_progression/progressionmodel_2M_520000,200,Measurement_Layout_AAIO,0.665,0.57,0.1603755102725526,0.735,0.225,0.04,0.53,0.205
/model_progression/progressionmodel_2M_560000,200,Measurement_Layout_AAIO,0.65,0.51,0.19016460424400897,0.6950000000000001,0.28,0.025,0.485,0.21
/model_progression/progressionmodel_2M_600000,200,Measurement_Layout_AAIO,0.625,0.51,0.17987348220077531,0.7,0.27,0.03,0.48,0.22
/model_progression/progressionmodel_2M_640000,200,Measurement_Layout_AAIO,0.605,0.48,0.17429583593388756,0.71,0.25,0.04,0.44,0.27
/model_progression/progressionmodel_2M_680000,200,Measurement_Layout_AAIO,0.66,0.505,0.18323520645534483,0.69,0.29,0.02,0.485,0.205
/model_progression/progressionmodel_2M_720000,200,Measurement_Layout_AAIO,0.645,0.575,0.1431095643562996,0.765,0.22,0.015,0.56,0.205
/model_progression/progressionmodel_2M_760000,200,Measurement_Layout_AAIO,0.725,0.59,0.18376381731192726,0.7,0.285,0.015,0.575,0.125
/model_progression/progressionmodel_2M_800000,200,Measurement_Layout_AAIO,0.59,0.525,0.18215306290340455,0.7,0.24,0.06,0.465,0.235
/model_progression/progressionmodel_2M_840000,200,Measurement_Layout_AAIO,0.65,0.52,0.16372850095049088,0.73,0.25,0.02,0.5,0.23
/model_progression/progressionmodel_2M_880000,200,Measurement_Layout_AAIO,0.65,0.55,0.14036781903333992,0.77,0.21,0.02,0.53,0.24
/model_progression/progressionmodel_2M_920000,200,Measurement_Layout_AAIO,0.7,0.57,0.17319595023902395,0.7150000000000001,0.255,0.03,0.54,0.175
/model_progression/progressionmodel_2M_960000,200,Measurement_Layout_AAIO,0.68,0.6,0.1588620772493556,0.735,0.22,0.045,0.555,0.18
/model_progression/progressionmodel_2M_1000000,200,Measurement_Layout_AAIO,0.65,0.58,0.15300104357186342,0.77,0.19,0.04,0.54,0.23
/model_progression/progressionmodel_2M_1040000,200,Measurement_Layout_AAIO,0.685,0.565,0.1655439369762199,0.735,0.235,0.03,0.535,0.2
/model_progression/progressionmodel_2M_1080000,200,Measurement_Layout_AAIO,0.705,0.585,0.16240659237599098,0.725,0.26,0.015,0.57,0.155
/model_progression/progressionmodel_2M_1120000,200,Measurement_Layout_AAIO,0.695,0.55,0.18156996926083216,0.6950000000000001,0.28,0.025,0.525,0.17
/model_progression/progressionmodel_2M_1160000,200,Measurement_Layout_AAIO,0.645,0.57,0.1491685112067527,0.75,0.22,0.03,0.54,0.21
/model_progression/progressionmodel_2M_1200000,200,Measurement_Layout_AAIO,0.745,0.635,0.15601126220639092,0.735,0.235,0.03,0.605,0.13
/model_progression/progressionmodel_2M_1240000,200,Measurement_Layout_AAIO,0.755,0.655,0.15783647844926488,0.76,0.225,0.015,0.64,0.12
/model_progression/progressionmodel_2M_1280000,200,Measurement_Layout_AAIO,0.64,0.545,0.15171943367775861,0.76,0.22,0.02,0.525,0.235
/model_progression/progressionmodel_2M_1320000,200,Measurement_Layout_AAIO,0.76,0.625,0.19295853513884226,0.7,0.275,0.025,0.6,0.1
/model_progression/progressionmodel_2M_1360000,200,Measurement_Layout_AAIO,0.68,0.565,0.16829256643785925,0.725,0.265,0.01,0.555,0.17
/model_progression/progressionmodel_2M_1400000,200,Measurement_Layout_AAIO,0.64,0.535,0.1518238352083488,0.775,0.205,0.02,0.515,0.26
/model_progression/progressionmodel_2M_1440000,200,Measurement_Layout_AAIO,0.735,0.655,0.14288692038232845,0.775,0.195,0.03,0.625,0.15
/model_progression/progressionmodel_2M_1480000,200,Measurement_Layout_AAIO,0.715,0.65,0.14074751999771415,0.79,0.195,0.015,0.635,0.155
/model_progression/progressionmodel_2M_1520000,200,Measurement_Layout_AAIO,0.735,0.68,0.136135492510862,0.775,0.205,0.02,0.66,0.115
/model_progression/progressionmodel_2M_1560000,200,Measurement_Layout_AAIO,0.7,0.61,0.14473070496644064,0.775,0.205,0.02,0.59,0.185
/model_progression/progressionmodel_2M_1600000,200,Measurement_Layout_AAIO,0.735,0.625,0.14460450537840208,0.77,0.22,0.01,0.615,0.155
/model_progression/progressionmodel_2M_1640000,200,Measurement_Layout_AAIO,0.755,0.7,0.13000624006513756,0.81,0.165,0.025,0.675,0.135
/model_progression/progressionmodel_2M_1680000,200,Measurement_Layout_AAIO,0.67,0.625,0.13880232072582577,0.795,0.17,0.035,0.59,0.205
/model_progression/progressionmodel_2M_1720000,200,Measurement_Layout_AAIO,0.72,0.645,0.141800997475135,0.78,0.195,0.025,0.62,0.16
/model_progression/progressionmodel_2M_1760000,200,Measurement_Layout_AAIO,0.675,0.63,0.1402579613953373,0.78,0.18,0.04,0.59,0.19
/model_progression/progressionmodel_2M_1800000,200,Measurement_Layout_AAIO,0.69,0.62,0.13440184419474024,0.8,0.175,0.025,0.595,0.205
/model_progression/progressionmodel_2M_1840000,200,Measurement_Layout_AAIO,0.73,0.67,0.12836651085607664,0.8049999999999999,0.155,0.04,0.63,0.175
/model_progression/progressionmodel_2M_1880000,200,Measurement_Layout_AAIO,0.705,0.65,0.13733661265786426,0.78,0.185,0.035,0.615,0.165
/model_progression/progressionmodel_2M_1920000,200,Measurement_Layout_AAIO,0.75,0.71,0.12511945703977126,0.8,0.195,0.005,0.705,0.095
/model_progression/progressionmodel_2M_1960000,200,Measurement_Layout_AAIO,0.715,0.69,0.12016099214645616,0.81,0.16,0.03,0.66,0.15
/model_progression/progressionmodel_2M_2000000,200,Measurement_Layout_AAIO,0.69,0.645,0.13788319722211806,0.795,0.18,0.025,0.62,0.175
/model_progression/progressionmodel_2M_40000,200,Measurement_Layout_AAIO,0.345,0.275,0.17337808203490276,0.795,0.075,0.13,0.145,0.65
/model_progression/progressionmodel_2M_80000,200,Measurement_Layout_AAIO,0.375,0.46,0.17830042465770793,0.75,0.235,0.015,0.445,0.305
/model_progression/progressionmodel_2M_120000,200,Measurement_Layout_AAIO,0.365,0.495,0.1782296865950011,0.7150000000000001,0.26,0.025,0.47,0.245
/model_progression/progressionmodel_2M_160000,200,Measurement_Layout_AAIO,0.32,0.51,0.1654475201031205,0.73,0.265,0.005,0.505,0.225
/model_progression/progressionmodel_2M_200000,200,Measurement_Layout_AAIO,0.42,0.545,0.17884793319958547,0.6950000000000001,0.275,0.03,0.515,0.18
/model_progression/progressionmodel_2M_240000,200,Measurement_Layout_AAIO,0.57,0.62,0.1740263653028287,0.72,0.265,0.015,0.605,0.115
/model_progression/progressionmodel_2M_280000,200,Measurement_Layout_AAIO,0.585,0.49,0.18427187489752592,0.685,0.305,0.01,0.48,0.205
/model_progression/progressionmodel_2M_320000,200,Measurement_Layout_AAIO,0.51,0.62,0.17438116092365888,0.75,0.24,0.01,0.61,0.14
/model_progression/progressionmodel_2M_360000,200,Measurement_Layout_AAIO,0.525,0.555,0.18750461686547226,0.72,0.255,0.025,0.53,0.19
/model_progression/progressionmodel_2M_400000,200,Measurement_Layout_AAIO,0.61,0.525,0.1976870163962312,0.6799999999999999,0.3,0.02,0.505,0.175
/model_progression/progressionmodel_2M_440000,200,Measurement_Layout_AAIO,0.53,0.5,0.1904717358465315,0.7050000000000001,0.275,0.02,0.48,0.225
/model_progression/progressionmodel_2M_480000,200,Measurement_Layout_AAIO,0.595,0.48,0.18261295006111525,0.6799999999999999,0.305,0.015,0.465,0.215
/model_progression/progressionmodel_2M_520000,200,Measurement_Layout_AAIO,0.525,0.57,0.18340543334394774,0.7050000000000001,0.275,0.02,0.55,0.155
/model_progression/progressionmodel_2M_560000,200,Measurement_Layout_AAIO,0.51,0.51,0.20776292122091292,0.665,0.325,0.01,0.5,0.165
/model_progression/progressionmodel_2M_600000,200,Measurement_Layout_AAIO,0.605,0.51,0.18392871176329098,0.7050000000000001,0.275,0.02,0.49,0.215
/model_progression/progressionmodel_2M_640000,200,Measurement_Layout_AAIO,0.565,0.48,0.176133625708261,0.72,0.265,0.015,0.465,0.255
/model_progression/progressionmodel_2M_680000,200,Measurement_Layout_AAIO,0.6,0.505,0.20087870531041696,0.6699999999999999,0.325,0.005,0.5,0.17
/model_progression/progressionmodel_2M_720000,200,Measurement_Layout_AAIO,0.555,0.575,0.15655650574096755,0.745,0.255,0.0,0.575,0.17
/model_progression/progressionmodel_2M_760000,200,Measurement_Layout_AAIO,0.58,0.59,0.1960365837014284,0.675,0.305,0.02,0.57,0.105
/model_progression/progressionmodel_2M_800000,200,Measurement_Layout_AAIO,0.63,0.525,0.1983436530956395,0.665,0.285,0.05,0.475,0.19
/model_progression/progressionmodel_2M_840000,200,Measurement_Layout_AAIO,0.625,0.52,0.19747845723866303,0.69,0.3,0.01,0.51,0.18
/model_progression/progressionmodel_2M_880000,200,Measurement_Layout_AAIO,0.605,0.55,0.17995774363718461,0.72,0.265,0.015,0.535,0.185
/model_progression/progressionmodel_2M_920000,200,Measurement_Layout_AAIO,0.58,0.57,0.17161882593037944,0.735,0.255,0.01,0.56,0.175
/model_progression/progressionmodel_2M_960000,200,Measurement_Layout_AAIO,0.625,0.6,0.18681439421996696,0.72,0.255,0.025,0.575,0.145
/model_progression/progressionmodel_2M_1000000,200,Measurement_Layout_AAIO,0.625,0.58,0.17788349816524446,0.725,0.265,0.01,0.57,0.155
/model_progression/progressionmodel_2M_1040000,200,Measurement_Layout_AAIO,0.68,0.565,0.1854406192832847,0.72,0.275,0.005,0.56,0.16
/model_progression/progressionmodel_2M_1080000,200,Measurement_Layout_AAIO,0.715,0.585,0.19388801164666025,0.7050000000000001,0.28,0.015,0.57,0.135
/model_progression/progressionmodel_2M_1120000,200,Measurement_Layout_AAIO,0.655,0.55,0.19972966988168334,0.6799999999999999,0.31,0.01,0.54,0.14
/model_progression/progressionmodel_2M_1160000,200,Measurement_Layout_AAIO,0.72,0.57,0.17034003740751033,0.735,0.25,0.015,0.555,0.18
/model_progression/progressionmodel_2M_1200000,200,Measurement_Layout_AAIO,0.75,0.635,0.14411507564679282,0.795,0.18,0.025,0.61,0.185
/model_progression/progressionmodel_2M_1240000,200,Measurement_Layout_AAIO,0.585,0.655,0.1485220097474524,0.775,0.21,0.015,0.64,0.135
/model_progression/progressionmodel_2M_1280000,200,Measurement_Layout_AAIO,0.565,0.545,0.15051518047859566,0.775,0.185,0.04,0.505,0.27
/model_progression/progressionmodel_2M_1320000,200,Measurement_Layout_AAIO,0.52,0.625,0.18250333450801617,0.725,0.25,0.025,0.6,0.125
/model_progression/progressionmodel_2M_1360000,200,Measurement_Layout_AAIO,0.595,0.565,0.1502754939988495,0.79,0.19,0.02,0.545,0.245
/model_progression/progressionmodel_2M_1400000,200,Measurement_Layout_AAIO,0.61,0.535,0.14630577918780094,0.78,0.2,0.02,0.515,0.265
/model_progression/progressionmodel_2M_1440000,200,Measurement_Layout_AAIO,0.675,0.655,0.13112478653379397,0.815,0.17,0.015,0.64,0.175
/model_progression/progressionmodel_2M_1480000,200,Measurement_Layout_AAIO,0.685,0.65,0.13845890537485311,0.785,0.175,0.04,0.61,0.175
/model_progression/progressionmodel_2M_1520000,200,Measurement_Layout_AAIO,0.68,0.68,0.1360576072512909,0.775,0.205,0.02,0.66,0.115
/model_progression/progressionmodel_2M_1560000,200,Measurement_Layout_AAIO,0.625,0.61,0.1332633143479789,0.78,0.2,0.02,0.59,0.19
/model_progression/progressionmodel_2M_1600000,200,Measurement_Layout_AAIO,0.67,0.625,0.13218726092257058,0.79,0.195,0.015,0.61,0.18
/model_progression/progressionmodel_2M_1640000,200,Measurement_Layout_AAIO,0.58,0.7,0.12238057967194038,0.81,0.17,0.02,0.68,0.13
/model_progression/progressionmodel_2M_1680000,200,Measurement_Layout_AAIO,0.595,0.625,0.13047773741715327,0.8049999999999999,0.18,0.015,0.61,0.195
/model_progression/progressionmodel_2M_1720000,200,Measurement_Layout_AAIO,0.55,0.645,0.13281496366648443,0.81,0.17,0.02,0.625,0.185
/model_progression/progressionmodel_2M_1760000,200,Measurement_Layout_AAIO,0.615,0.63,0.1345240162949401,0.795,0.165,0.04,0.59,0.205
/model_progression/progressionmodel_2M_1800000,200,Measurement_Layout_AAIO,0.625,0.62,0.13212772797661523,0.795,0.18,0.025,0.595,0.2
/model_progression/progressionmodel_2M_1840000,200,Measurement_Layout_AAIO,0.63,0.67,0.1320484218800172,0.8049999999999999,0.165,0.03,0.64,0.165
/model_progression/progressionmodel_2M_1880000,200,Measurement_Layout_AAIO,0.59,0.65,0.1328063784253297,0.78,0.195,0.025,0.625,0.155
/model_progression/progressionmodel_2M_1920000,200,Measurement_Layout_AAIO,0.57,0.71,0.11824744677675696,0.81,0.15,0.04,0.67,0.14
/model_progression/progressionmodel_2M_1960000,200,Measurement_Layout_AAIO,0.615,0.69,0.11963689289351585,0.825,0.155,0.02,0.67,0.155
/model_progression/progressionmodel_2M_2000000,200,Measurement_Layout_AAIO,0.66,0.645,0.1356470913887609,0.795,0.18,0.025,0.62,0.175
/model_progression/progressionmodel_2M_40000,200,Measurement_Layout_AAIO,0.46,0.275,0.1962645426319608,0.685,0.265,0.05,0.225,0.46
/model_progression/progressionmodel_2M_80000,200,Measurement_Layout_AAIO,0.57,0.46,0.16190233021330705,0.7150000000000001,0.26,0.025,0.435,0.28
/model_progression/progressionmodel_2M_120000,200,Measurement_Layout_AAIO,0.6,0.495,0.1662015936286706,0.71,0.255,0.035,0.46,0.25
/model_progression/progressionmodel_2M_160000,200,Measurement_Layout_AAIO,0.57,0.51,0.14825471709574767,0.755,0.21,0.035,0.475,0.28
/model_progression/progressionmodel_2M_200000,200,Measurement_Layout_AAIO,0.65,0.545,0.15582415519232962,0.75,0.21,0.04,0.505,0.245
/model_progression/progressionmodel_2M_240000,200,Measurement_Layout_AAIO,0.75,0.62,0.17364286115422164,0.725,0.26,0.015,0.605,0.12
/model_progression/progressionmodel_2M_280000,200,Measurement_Layout_AAIO,0.64,0.49,0.195598202098847,0.685,0.315,0.0,0.49,0.195
/model_progression/progressionmodel_2M_320000,200,Measurement_Layout_AAIO,0.68,0.62,0.15901756307166945,0.755,0.22,0.025,0.595,0.16
/model_progression/progressionmodel_2M_360000,200,Measurement_Layout_AAIO,0.62,0.555,0.16264860096271322,0.745,0.23,0.025,0.53,0.215
/model_progression/progressionmodel_2M_400000,200,Measurement_Layout_AAIO,0.61,0.525,0.17490870423017554,0.7050000000000001,0.245,0.05,0.475,0.23
/model_progression/progressionmodel_2M_440000,200,Measurement_Layout_AAIO,0.67,0.5,0.20937830999219403,0.655,0.295,0.05,0.45,0.205
/model_progression/progressionmodel_2M_480000,200,Measurement_Layout_AAIO,0.6,0.48,0.17475596251886924,0.7150000000000001,0.255,0.03,0.45,0.265
/model_progression/progressionmodel_2M_520000,200,Measurement_Layout_AAIO,0.66,0.57,0.16145890938488378,0.73,0.225,0.045,0.525,0.205
/model_progression/progressionmodel_2M_560000,200,Measurement_Layout_AAIO,0.7,0.51,0.20971750729293648,0.6599999999999999,0.305,0.035,0.475,0.185
/model_progression/progressionmodel_2M_600000,200,Measurement_Layout_AAIO,0.64,0.51,0.19308404127190237,0.665,0.29,0.045,0.465,0.2
/model_progression/progressionmodel_2M_640000,200,Measurement_Layout_AAIO,0.6,0.48,0.18731325708889246,0.69,0.275,0.035,0.445,0.245
/model_progression/progressionmodel_2M_680000,200,Measurement_Layout_AAIO,0.62,0.505,0.18542458250460406,0.69,0.27,0.04,0.465,0.225
/model_progression/progressionmodel_2M_720000,200,Measurement_Layout_AAIO,0.65,0.575,0.15499806839641825,0.765,0.205,0.03,0.545,0.22
/model_progression/progressionmodel_2M_760000,200,Measurement_Layout_AAIO,0.74,0.59,0.17513218807047767,0.7050000000000001,0.275,0.02,0.57,0.135
/model_progression/progressionmodel_2M_800000,200,Measurement_Layout_AAIO,0.62,0.525,0.18539574383485544,0.7050000000000001,0.255,0.04,0.485,0.22
/model_progression/progressionmodel_2M_840000,200,Measurement_Layout_AAIO,0.68,0.52,0.17302882565992533,0.7150000000000001,0.27,0.015,0.505,0.21
/model_progression/progressionmodel_2M_880000,200,Measurement_Layout_AAIO,0.66,0.55,0.14536459487297917,0.765,0.22,0.015,0.535,0.23
/model_progression/progressionmodel_2M_920000,200,Measurement_Layout_AAIO,0.64,0.57,0.1637438600697416,0.74,0.215,0.045,0.525,0.215
/model_progression/progressionmodel_2M_960000,200,Measurement_Layout_AAIO,0.67,0.6,0.15704973981547543,0.75,0.2,0.05,0.55,0.2
